episode,steps,return
1,200,-470.0
2,200,-587.0
3,200,-524.0
4,200,-425.0
5,200,-569.0
6,200,-551.0
7,200,-515.0
8,200,-353.0
9,200,-398.0
10,200,-407.0
11,200,-470.0
12,200,-335.0
13,183,-324.0
14,200,-587.0
15,200,-560.0
16,192,-486.0
17,200,-236.0
18,200,-245.0
19,200,-254.0
20,200,-506.0
21,200,-560.0
22,200,-290.0
23,200,-353.0
24,200,-425.0
25,200,-299.0
26,200,-254.0
27,200,-281.0
28,200,-290.0
29,200,-263.0
30,200,-263.0
31,200,-515.0
32,200,-353.0
33,131,-137.0
34,200,-254.0
35,200,-218.0
36,200,-389.0
37,200,-605.0
38,200,-326.0
39,200,-290.0
40,200,-587.0
41,200,-263.0
42,200,-425.0
43,200,-236.0
44,200,-335.0
45,200,-335.0
46,200,-263.0
47,134,-221.0
48,200,-425.0
49,200,-335.0
50,200,-263.0
51,200,-290.0
52,200,-254.0
53,200,-254.0
54,200,-326.0
55,200,-317.0
56,112,-226.0
57,200,-272.0
58,200,-281.0
59,200,-236.0
60,200,-335.0
61,200,-290.0
62,133,-139.0
63,200,-326.0
64,200,-317.0
65,200,-299.0
66,190,-331.0
67,200,-308.0
68,200,-263.0
69,200,-308.0
70,55,-61.0
71,200,-236.0
72,200,-245.0
73,200,-245.0
74,200,-317.0
75,200,-389.0
76,144,-177.0
77,200,-227.0
78,200,-308.0
79,200,-335.0
80,200,-281.0
81,200,-362.0
82,103,-118.0
83,200,-344.0
84,111,-135.0
85,178,-247.0
86,200,-272.0
87,200,-380.0
88,200,-317.0
89,200,-227.0
90,200,-254.0
91,200,-245.0
92,200,-254.0
93,200,-263.0
94,200,-263.0
95,200,-389.0
96,200,-281.0
97,200,-308.0
98,200,-245.0
99,200,-398.0
100,200,-290.0
101,200,-272.0
102,200,-434.0
103,200,-281.0
104,200,-290.0
105,200,-308.0
106,200,-299.0
107,200,-299.0
108,200,-245.0
109,200,-245.0
110,64,-79.0
111,124,-139.0
112,200,-344.0
113,200,-299.0
114,200,-335.0
115,200,-281.0
116,200,-362.0
117,200,-344.0
118,200,-299.0
119,200,-335.0
120,200,-362.0
121,200,-326.0
122,156,-216.0
123,200,-308.0
124,200,-299.0
125,200,-308.0
126,200,-308.0
127,200,-326.0
128,29,-17.0
129,200,-254.0
130,63,-60.0
131,200,-353.0
132,200,-254.0
133,200,-263.0
134,200,-344.0
135,200,-272.0
136,200,-254.0
137,200,-245.0
138,200,-272.0
139,200,-317.0
140,170,-203.0
141,200,-263.0
142,200,-254.0
143,118,-187.0
144,200,-236.0
145,200,-353.0
146,200,-272.0
147,200,-407.0
148,200,-245.0
149,200,-263.0
150,200,-317.0
151,200,-317.0
152,200,-254.0
153,200,-245.0
154,200,-299.0
155,200,-272.0
156,200,-263.0
157,200,-236.0
158,200,-263.0
159,200,-245.0
160,200,-281.0
161,200,-272.0
162,200,-281.0
163,200,-290.0
164,200,-308.0
165,200,-281.0
166,200,-317.0
167,200,-308.0
168,200,-389.0
169,200,-272.0
170,200,-281.0
171,90,-78.0
172,200,-281.0
173,200,-263.0
174,200,-362.0
175,200,-317.0
176,200,-317.0
177,200,-236.0
178,200,-389.0
179,200,-263.0
180,200,-263.0
181,119,-134.0
182,185,-272.0
183,200,-425.0
184,95,-101.0
185,200,-299.0
186,200,-335.0
187,180,-195.0
188,200,-272.0
189,200,-290.0
190,200,-353.0
191,200,-290.0
192,200,-344.0
193,200,-308.0
194,200,-290.0
195,157,-181.0
196,200,-290.0
197,200,-335.0
198,177,-192.0
199,200,-236.0
200,200,-236.0
201,200,-272.0
202,200,-317.0
203,200,-281.0
204,200,-290.0
205,200,-317.0
206,200,-317.0
207,200,-236.0
208,200,-272.0
209,200,-344.0
210,200,-299.0
211,200,-371.0
212,200,-290.0
213,200,-263.0
214,200,-272.0
215,200,-344.0
216,200,-308.0
217,200,-308.0
218,200,-272.0
219,139,-127.0
220,200,-380.0
221,200,-263.0
222,183,-207.0
223,200,-362.0
224,37,-25.0
225,200,-227.0
226,200,-245.0
227,200,-254.0
228,200,-290.0
229,200,-299.0
230,200,-254.0
231,200,-263.0
232,200,-281.0
233,200,-290.0
234,28,-16.0
235,200,-299.0
236,200,-281.0
237,200,-335.0
238,200,-299.0
239,200,-281.0
240,200,-326.0
241,186,-201.0
242,200,-272.0
243,200,-263.0
244,200,-281.0
245,194,-281.0
246,200,-254.0
247,200,-308.0
248,200,-263.0
249,200,-317.0
250,200,-236.0
251,200,-236.0
252,200,-281.0
253,200,-254.0
254,109,-142.0
255,200,-245.0
256,200,-326.0
257,200,-317.0
258,200,-272.0
259,200,-326.0
260,200,-308.0
261,200,-281.0
262,200,-290.0
263,200,-290.0
264,200,-335.0
265,200,-344.0
266,200,-290.0
267,200,-317.0
268,200,-272.0
269,200,-281.0
270,200,-299.0
271,200,-272.0
272,200,-254.0
273,200,-272.0
274,200,-299.0
275,82,-124.0
276,200,-308.0
277,200,-290.0
278,200,-290.0
279,200,-290.0
280,200,-317.0
281,200,-344.0
282,200,-362.0
283,85,-100.0
284,200,-263.0
285,200,-299.0
286,200,-236.0
287,200,-317.0
288,200,-326.0
289,200,-308.0
290,200,-227.0
291,200,-299.0
292,200,-272.0
293,200,-272.0
294,200,-290.0
295,200,-263.0
296,200,-308.0
297,200,-299.0
298,200,-308.0
299,50,-38.0
300,200,-326.0
301,200,-353.0
302,200,-245.0
303,200,-263.0
304,200,-299.0
305,200,-281.0
306,154,-169.0
307,200,-272.0
308,200,-308.0
309,65,-71.0
310,200,-299.0
311,200,-227.0
312,200,-254.0
313,200,-299.0
314,200,-263.0
315,200,-281.0
316,200,-335.0
317,200,-245.0
318,200,-281.0
319,200,-326.0
320,200,-317.0
321,200,-263.0
322,39,-18.0
323,200,-281.0
324,200,-308.0
325,200,-299.0
326,200,-263.0
327,200,-326.0
328,135,-141.0
329,200,-299.0
330,200,-245.0
331,182,-215.0
332,200,-353.0
333,200,-317.0
334,200,-254.0
335,200,-263.0
336,200,-236.0
337,200,-254.0
338,200,-344.0
339,200,-317.0
340,88,-103.0
341,200,-317.0
342,200,-317.0
343,200,-281.0
344,200,-227.0
345,200,-281.0
346,200,-317.0
347,200,-272.0
348,200,-245.0
349,200,-335.0
350,200,-290.0
351,200,-281.0
352,200,-308.0
353,135,-204.0
354,200,-290.0
355,200,-290.0
356,200,-308.0
357,200,-281.0
358,200,-281.0
359,200,-326.0
360,200,-281.0
361,200,-299.0
362,200,-254.0
363,200,-281.0
364,200,-299.0
365,200,-263.0
366,200,-290.0
367,200,-281.0
368,200,-245.0
369,200,-290.0
370,145,-232.0
371,109,-97.0
372,200,-263.0
373,200,-290.0
374,200,-317.0
375,171,-222.0
376,200,-263.0
377,200,-281.0
378,200,-281.0
379,200,-272.0
380,200,-281.0
381,200,-299.0
382,200,-254.0
383,200,-290.0
384,200,-218.0
385,200,-317.0
386,200,-254.0
387,200,-335.0
388,200,-299.0
389,200,-281.0
390,42,-21.0
391,200,-299.0
392,200,-299.0
393,200,-290.0
394,200,-335.0
395,177,-201.0
396,200,-263.0
397,200,-272.0
398,200,-281.0
399,200,-263.0
400,200,-281.0
401,200,-272.0
402,200,-272.0
403,200,-308.0
404,200,-227.0
405,200,-335.0
406,200,-290.0
407,200,-281.0
408,200,-317.0
409,200,-317.0
410,200,-299.0
411,200,-263.0
412,200,-308.0
413,200,-254.0
414,200,-299.0
415,200,-245.0
416,200,-272.0
417,200,-290.0
418,200,-281.0
419,68,-92.0
420,200,-254.0
421,200,-272.0
422,200,-281.0
423,200,-290.0
424,200,-290.0
425,200,-263.0
426,200,-281.0
427,200,-254.0
428,200,-263.0
429,100,-97.0
430,200,-290.0
431,200,-299.0
432,137,-188.0
433,200,-290.0
434,200,-299.0
435,200,-281.0
436,200,-290.0
437,200,-326.0
438,200,-272.0
439,200,-317.0
440,200,-281.0
441,126,-150.0
442,200,-290.0
443,200,-281.0
444,200,-281.0
445,200,-263.0
446,200,-254.0
447,200,-317.0
448,200,-272.0
449,200,-290.0
450,162,-258.0
451,200,-263.0
452,200,-317.0
453,200,-290.0
454,200,-317.0
455,200,-308.0
456,200,-281.0
457,45,-42.0
458,200,-236.0
459,200,-299.0
460,38,-26.0
461,200,-245.0
462,200,-254.0
463,200,-272.0
464,200,-335.0
465,200,-236.0
466,200,-317.0
467,200,-308.0
468,200,-281.0
469,200,-245.0
470,200,-263.0
471,200,-299.0
472,200,-281.0
473,200,-335.0
474,200,-317.0
475,200,-281.0
476,101,-143.0
477,200,-263.0
478,200,-281.0
479,200,-236.0
480,200,-254.0
481,200,-308.0
482,200,-299.0
483,200,-326.0
484,200,-236.0
485,179,-230.0
486,200,-326.0
487,100,-124.0
488,200,-263.0
489,200,-272.0
490,200,-308.0
491,200,-308.0
492,200,-281.0
493,200,-317.0
494,200,-362.0
495,200,-290.0
496,200,-299.0
497,200,-263.0
498,200,-281.0
499,200,-272.0
500,200,-263.0
501,167,-191.0
502,200,-272.0
503,200,-308.0
504,200,-335.0
505,200,-290.0
506,200,-326.0
507,65,-71.0
508,200,-245.0
509,200,-281.0
510,32,-20.0
511,200,-272.0
512,200,-254.0
513,200,-281.0
514,200,-263.0
515,200,-245.0
516,200,-335.0
517,190,-223.0
518,115,-130.0
519,200,-299.0
520,200,-326.0
521,200,-263.0
522,200,-254.0
523,200,-317.0
524,200,-290.0
525,200,-299.0
526,200,-290.0
527,200,-353.0
528,200,-317.0
529,200,-326.0
530,200,-317.0
531,200,-218.0
532,200,-281.0
533,200,-371.0
534,200,-299.0
535,200,-281.0
536,200,-281.0
537,200,-290.0
538,200,-281.0
539,200,-254.0
540,200,-281.0
541,200,-326.0
542,200,-263.0
543,200,-263.0
544,200,-371.0
545,44,-32.0
546,200,-299.0
547,200,-326.0
548,200,-299.0
549,200,-290.0
550,200,-281.0
551,200,-272.0
552,200,-308.0
553,200,-290.0
554,200,-263.0
555,200,-272.0
556,200,-272.0
557,200,-326.0
558,200,-263.0
559,200,-317.0
560,200,-281.0
561,200,-245.0
562,200,-281.0
563,200,-263.0
564,200,-317.0
565,200,-281.0
566,32,-29.0
567,200,-263.0
568,200,-335.0
569,200,-245.0
570,200,-299.0
571,200,-299.0
572,200,-272.0
573,200,-227.0
574,200,-290.0
575,200,-254.0
576,200,-308.0
577,200,-263.0
